Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Regulation Of Protein Localization To Cell Cortex (GO:1904776)	1/7	3.495224e-03	1.304591e-02	0	0	3.700741e+02	2.093271e+03	PLK1
GO_Biological_Process_2023	DNA Ligation (GO:0006266)	1/7	3.495224e-03	1.304591e-02	0	0	3.700741e+02	2.093271e+03	TOP2A
GO_Biological_Process_2023	Regulation Of Meiotic Nuclear Division (GO:0040020)	1/7	3.495224e-03	1.304591e-02	0	0	3.700741e+02	2.093271e+03	FBXO5
GO_Biological_Process_2023	Negative Regulation Of DNA-templated DNA Replication (GO:2000104)	1/7	3.495224e-03	1.304591e-02	0	0	3.700741e+02	2.093271e+03	FBXO5
GO_Biological_Process_2023	DNA Topological Change (GO:0006265)	1/8	3.993646e-03	1.304591e-02	0	0	3.171905e+02	1.751859e+03	TOP2A
GO_Biological_Process_2023	Regulation Of Sister Chromatid Cohesion (GO:0007063)	1/8	3.993646e-03	1.304591e-02	0	0	3.171905e+02	1.751859e+03	BUB1
GO_Biological_Process_2023	Negative Regulation Of Mitotic Nuclear Division (GO:0045839)	1/8	3.993646e-03	1.304591e-02	0	0	3.171905e+02	1.751859e+03	FBXO5
GO_Biological_Process_2023	Negative Regulation Of Ubiquitin Protein Ligase Activity (GO:1904667)	1/8	3.993646e-03	1.304591e-02	0	0	3.171905e+02	1.751859e+03	FBXO5
GO_Biological_Process_2023	Regulation Of Mitotic Sister Chromatid Segregation (GO:0033047)	1/8	3.993646e-03	1.304591e-02	0	0	3.171905e+02	1.751859e+03	CDK1
GO_Biological_Process_2023	Positive Regulation Of Ubiquitin Protein Ligase Activity (GO:1904668)	1/8	3.993646e-03	1.304591e-02	0	0	3.171905e+02	1.751859e+03	PLK1
GO_Biological_Process_2023	Nuclear Membrane Disassembly (GO:0051081)	1/8	3.993646e-03	1.304591e-02	0	0	3.171905e+02	1.751859e+03	PLK1
GO_Biological_Process_2023	Negative Regulation Of Chromosome Organization (GO:2001251)	1/8	3.993646e-03	1.304591e-02	0	0	3.171905e+02	1.751859e+03	TOP2A
GO_Biological_Process_2023	Regulation Of Apoptotic Process (GO:0042981)	3/705	4.347022e-03	1.375627e-02	0	0	1.177534e+01	6.403739e+01	TOP2A;PLK1;CDK1
GO_Biological_Process_2023	Protein Modification Process (GO:0036211)	3/711	4.451989e-03	1.375627e-02	0	0	1.167191e+01	6.319645e+01	PLK1;CDK1;AURKA
GO_Biological_Process_2023	Protein Localization To Nuclear Envelope (GO:0090435)	1/9	4.491844e-03	1.375627e-02	0	0	2.775278e+02	1.500174e+03	PLK1
GO_Biological_Process_2023	Positive Regulation Of RNA Biosynthetic Process (GO:1902680)	1/9	4.491844e-03	1.375627e-02	0	0	2.775278e+02	1.500174e+03	TOP2A
GO_Biological_Process_2023	Protein Localization To Condensed Chromosome (GO:1903083)	1/10	4.989818e-03	1.438242e-02	0	0	2.466790e+02	1.307487e+03	CDK1
GO_Biological_Process_2023	Negative Regulation Of Nuclear Division (GO:0051784)	1/10	4.989818e-03	1.438242e-02	0	0	2.466790e+02	1.307487e+03	FBXO5
GO_Biological_Process_2023	Mitotic Spindle Elongation (GO:0000022)	1/10	4.989818e-03	1.438242e-02	0	0	2.466790e+02	1.307487e+03	KIF4A
GO_Biological_Process_2023	Mitotic Spindle Midzone Assembly (GO:0051256)	1/10	4.989818e-03	1.438242e-02	0	0	2.466790e+02	1.307487e+03	KIF4A
GO_Biological_Process_2023	Protein Localization To Kinetochore (GO:0034501)	1/11	5.487568e-03	1.558787e-02	0	0	2.220000e+02	1.155570e+03	CDK1
GO_Biological_Process_2023	Positive Regulation Of Developmental Process (GO:0051094)	2/233	5.717969e-03	1.601031e-02	0	0	2.138420e+01	1.104310e+02	FBXO5;AURKA
GO_Biological_Process_2023	DNA Conformation Change (GO:0071103)	1/12	5.985094e-03	1.652223e-02	0	0	2.018081e+02	1.032951e+03	TOP2A
GO_Biological_Process_2023	Resolution Of Meiotic Recombination Intermediates (GO:0000712)	1/14	6.979474e-03	1.899968e-02	0	0	1.707436e+02	8.477047e+02	TOP2A
GO_Biological_Process_2023	Mitotic Chromosome Condensation (GO:0007076)	1/15	7.476328e-03	2.007343e-02	0	0	1.585397e+02	7.762124e+02	PLK1
GO_Biological_Process_2023	Apoptotic Nuclear Changes (GO:0030262)	1/16	7.972959e-03	2.083600e-02	0	0	1.479630e+02	7.149126e+02	TOP2A
GO_Biological_Process_2023	Nuclear Chromosome Segregation (GO:0098813)	1/16	7.972959e-03	2.083600e-02	0	0	1.479630e+02	7.149126e+02	TOP2A
GO_Biological_Process_2023	Regulation Of Single Stranded Viral RNA Replication Via Double Stranded DNA Intermediate (GO:0045091)	1/17	8.469366e-03	2.128200e-02	0	0	1.387083e+02	6.618190e+02	TOP2A
GO_Biological_Process_2023	Negative Regulation Of Ubiquitin-Protein Transferase Activity (GO:0051444)	1/17	8.469366e-03	2.128200e-02	0	0	1.387083e+02	6.618190e+02	FBXO5
GO_Biological_Process_2023	Negative Regulation Of Cellular Senescence (GO:2000773)	1/17	8.469366e-03	2.128200e-02	0	0	1.387083e+02	6.618190e+02	FBXO5
GO_Biological_Process_2023	Protein Localization To Chromosome, Centromeric Region (GO:0071459)	1/18	8.965550e-03	2.169442e-02	0	0	1.305425e+02	6.154250e+02	CDK1
GO_Biological_Process_2023	Positive Regulation Of Chromosome Segregation (GO:0051984)	1/18	8.965550e-03	2.169442e-02	0	0	1.305425e+02	6.154250e+02	CDK1
GO_Biological_Process_2023	Regulation Of Cell Cycle G2/M Phase Transition (GO:1902749)	1/18	8.965550e-03	2.169442e-02	0	0	1.305425e+02	6.154250e+02	AURKA
GO_Biological_Process_2023	Regulation Of Cell Cycle (GO:0051726)	2/298	9.201000e-03	2.192832e-02	0	0	1.663345e+01	7.798496e+01	PLK1;FBXO5
GO_Biological_Process_2023	Regulation Of Nuclear Division (GO:0051783)	1/19	9.461511e-03	2.192832e-02	0	0	1.232840e+02	5.745677e+02	FBXO5
GO_Biological_Process_2023	Negative Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0045736)	1/19	9.461511e-03	2.192832e-02	0	0	1.232840e+02	5.745677e+02	PLK1
GO_Biological_Process_2023	Regulation Of Protein Localization To Cell Periphery (GO:1904375)	1/20	9.957248e-03	2.192832e-02	0	0	1.167895e+02	5.383358e+02	PLK1
